transaction_id,price,quantity,category,status,date
395,64.25,6,A,confirmed,2025-01-30
396,68.26,9,B,confirmed,2025-01-31
397,57.03,5,C,confirmed,2025-02-01
398,56.92,3,B,confirmed,2025-02-02
399,43.28,8,A,confirmed,2025-02-03
400,21.11,5,C,confirmed,2025-02-04
401,44.69,6,A,confirmed,2025-02-05
402,41.08,2,A,confirmed,2025-02-06
403,63.28,4,A,confirmed,2025-02-07
404,87.06,1,B,confirmed,2025-02-08
405,43.78,4,A,confirmed,2025-02-09
406,73.88,1,C,confirmed,2025-02-10
407,83.06,4,C,confirmed,2025-02-11
408,29.06,2,C,confirmed,2025-02-12
409,91.15,6,A,confirmed,2025-02-13
410,16.34,6,C,confirmed,2025-02-14
411,91.15,8,C,confirmed,2025-02-15
412,24.73,9,C,confirmed,2025-02-16
413,40.35,8,C,confirmed,2025-02-17
414,64.47,1,B,confirmed,2025-02-18
415,91.51,3,A,confirmed,2025-02-19
416,33.01,6,A,confirmed,2025-02-20
417,78.72,1,C,confirmed,2025-02-21
418,73.94,8,A,confirmed,2025-02-22
419,24.37,6,C,confirmed,2025-02-23
420,53.15,1,C,confirmed,2025-02-24
421,53.34,2,C,confirmed,2025-02-25
422,37.42,6,A,confirmed,2025-02-26
423,80.19,8,B,confirmed,2025-02-27
424,93.33,5,A,confirmed,2025-02-28
425,74.49,1,A,confirmed,2025-03-01
426,97.57,2,B,confirmed,2025-03-02
427,14.54,4,A,confirmed,2025-03-03
428,13.35,4,B,confirmed,2025-03-04
429,90.45,7,C,confirmed,2025-03-05
430,90.8,2,B,confirmed,2025-03-06
431,19.64,7,C,confirmed,2025-03-07
432,42.17,7,B,confirmed,2025-03-08
433,85.19,7,C,confirmed,2025-03-09
434,21.57,3,A,confirmed,2025-03-10
435,34.07,6,B,confirmed,2025-03-11
436,71.29,6,A,confirmed,2025-03-12
437,98.37,4,C,confirmed,2025-03-13
438,81.74,1,B,confirmed,2025-03-14
439,79.96,9,B,confirmed,2025-03-15
440,40.84,2,B,confirmed,2025-03-16
441,69.52,9,A,confirmed,2025-03-17
442,20.18,8,C,confirmed,2025-03-18
443,99.3,1,A,confirmed,2025-03-19
444,53.25,7,B,confirmed,2025-03-20
445,67.49,3,C,confirmed,2025-03-21
446,88.86,9,C,confirmed,2025-03-22
447,10.09,5,A,confirmed,2025-03-23
448,97.84,3,A,confirmed,2025-03-24
449,42.32,8,B,confirmed,2025-03-25
450,40.56,3,B,confirmed,2025-03-26
451,23.06,7,B,confirmed,2025-03-27
452,87.24,7,B,confirmed,2025-03-28
453,88.38,7,C,confirmed,2025-03-29
454,11.8,1,B,confirmed,2025-03-30
455,15.02,5,B,confirmed,2025-03-31
456,92.65,1,B,confirmed,2025-04-01
457,21.06,7,A,confirmed,2025-04-02
458,65.88,8,A,confirmed,2025-04-03
459,65.77,7,A,confirmed,2025-04-04
460,88.28,1,B,confirmed,2025-04-05
461,61.54,3,C,confirmed,2025-04-06
462,49.06,3,B,confirmed,2025-04-07
463,97.69,7,A,confirmed,2025-04-08
464,30.59,4,A,confirmed,2025-04-09
465,33.64,3,B,confirmed,2025-04-10
466,17.63,6,C,confirmed,2025-04-11
467,97.78,6,C,confirmed,2025-04-12
468,73.57,5,C,confirmed,2025-04-13
469,11.09,6,A,confirmed,2025-04-14
470,73.39,3,A,confirmed,2025-04-15
471,46.37,5,C,confirmed,2025-04-16
472,97.08,9,B,confirmed,2025-04-17
473,34.96,4,C,confirmed,2025-04-18
474,73.93,2,B,confirmed,2025-04-19
475,66.47,5,A,confirmed,2025-04-20
476,11.08,3,A,confirmed,2025-04-21
477,89.67,3,A,confirmed,2025-04-22
478,22.57,4,C,confirmed,2025-04-23
479,69.72,4,C,confirmed,2025-04-24
480,79.8,5,A,confirmed,2025-04-25
481,66.78,7,A,confirmed,2025-04-26
482,18.74,4,A,confirmed,2025-04-27
483,97.77,7,C,confirmed,2025-04-28
484,31.31,9,C,confirmed,2025-04-29
485,66.51,3,A,confirmed,2025-04-30
486,81.75,5,C,confirmed,2025-05-01
487,94.53,4,C,confirmed,2025-05-02
488,64.36,9,C,confirmed,2025-05-03
489,33.31,5,C,confirmed,2025-05-04
490,85.3,2,A,confirmed,2025-05-05
491,24.69,1,A,confirmed,2025-05-06
492,12.01,7,C,confirmed,2025-05-07
493,91.73,1,A,confirmed,2025-05-08
494,61.79,8,A,confirmed,2025-05-09
495,16.27,9,A,confirmed,2025-05-10
496,62.18,7,B,confirmed,2025-05-11
497,23.05,9,A,confirmed,2025-05-12
498,12.82,6,A,confirmed,2025-05-13
499,20.49,7,C,confirmed,2025-05-14
500,79.76,3,C,confirmed,2025-05-15
501,78.01,9,B,confirmed,2025-05-16
502,64.39,3,B,confirmed,2025-05-17
503,28.84,6,A,confirmed,2025-05-18
504,76.51,4,A,confirmed,2025-05-19
505,46.72,9,C,confirmed,2025-05-20
506,55.97,1,A,confirmed,2025-05-21
507,90.79,9,A,confirmed,2025-05-22
508,51.21,4,A,confirmed,2025-05-23
509,66.37,5,A,confirmed,2025-05-24
510,96.56,1,A,confirmed,2025-05-25
511,50.63,1,A,confirmed,2025-05-26
512,60.47,6,A,confirmed,2025-05-27
513,62.6,1,A,confirmed,2025-05-28
514,31.66,2,C,confirmed,2025-05-29
515,76.32,3,B,confirmed,2025-05-30
516,75.4,7,A,confirmed,2025-05-31
517,29.22,2,C,confirmed,2025-06-01
518,11.2,5,A,confirmed,2025-06-02
519,99.9,9,A,confirmed,2025-06-03
520,62.34,8,B,confirmed,2025-06-04
521,26.29,8,C,confirmed,2025-06-05
522,35.52,2,A,confirmed,2025-06-06
523,65.6,1,B,confirmed,2025-06-07
524,22.39,9,B,confirmed,2025-06-08
525,13.36,4,A,confirmed,2025-06-09
526,81.86,9,A,confirmed,2025-06-10
527,74.43,7,C,confirmed,2025-06-11
528,37.86,6,C,confirmed,2025-06-12
529,15.26,9,A,confirmed,2025-06-13
530,53.76,4,A,confirmed,2025-06-14
531,34.86,1,B,confirmed,2025-06-15
532,45.8,5,C,confirmed,2025-06-16
533,34.66,6,A,confirmed,2025-06-17
534,25.77,6,A,confirmed,2025-06-18
535,44.83,1,C,confirmed,2025-06-19
536,96.84,7,A,confirmed,2025-06-20
537,33.96,8,B,confirmed,2025-06-21
538,40.24,5,B,confirmed,2025-06-22
539,39.63,2,A,confirmed,2025-06-23
540,53.23,2,C,confirmed,2025-06-24
541,85.92,5,B,confirmed,2025-06-25
542,46.19,7,C,confirmed,2025-06-26
543,82.55,7,C,confirmed,2025-06-27
544,20.35,4,C,confirmed,2025-06-28
545,90.54,3,B,confirmed,2025-06-29
546,26.68,9,B,confirmed,2025-06-30
547,13.53,7,A,confirmed,2025-07-01
548,24.25,2,C,confirmed,2025-07-02
549,27.17,1,B,confirmed,2025-07-03
550,55.77,2,B,confirmed,2025-07-04
551,50.49,3,A,confirmed,2025-07-05
552,74.43,5,B,confirmed,2025-07-06
553,14.59,3,B,confirmed,2025-07-07
554,54.79,9,B,confirmed,2025-07-08
555,39.92,4,A,confirmed,2025-07-09
556,66.76,7,A,confirmed,2025-07-10
557,13.93,4,C,confirmed,2025-07-11
558,13.14,3,B,confirmed,2025-07-12
559,48.45,1,A,confirmed,2025-07-13
560,83.02,9,A,confirmed,2025-07-14
561,70.4,1,A,confirmed,2025-07-15
562,11.5,1,C,confirmed,2025-07-16
563,26.06,1,C,confirmed,2025-07-17
564,30.41,5,C,confirmed,2025-07-18
565,48.08,7,C,confirmed,2025-07-19
566,62.8,7,C,confirmed,2025-07-20
567,29.48,1,B,confirmed,2025-07-21
568,44.43,6,B,confirmed,2025-07-22
569,62.55,9,A,confirmed,2025-07-23
570,44.51,6,C,confirmed,2025-07-24
571,22.89,4,C,confirmed,2025-07-25
572,54.25,9,A,confirmed,2025-07-26
573,39.16,3,B,confirmed,2025-07-27
574,87.78,4,C,confirmed,2025-07-28
575,79.81,4,C,confirmed,2025-07-29
576,27.12,4,C,confirmed,2025-07-30
577,23.74,6,B,confirmed,2025-07-31
578,41.29,7,B,confirmed,2025-08-01
579,47.1,9,C,confirmed,2025-08-02
580,93.88,3,C,confirmed,2025-08-03
581,37.15,8,A,confirmed,2025-08-04
582,88.08,8,A,confirmed,2025-08-05
583,55.48,1,B,confirmed,2025-08-06
584,89.71,5,A,confirmed,2025-08-07
585,73.18,5,C,confirmed,2025-08-08
586,73.76,8,B,confirmed,2025-08-09
587,56.69,8,A,confirmed,2025-08-10
588,85.63,2,B,confirmed,2025-08-11
589,32.9,3,C,confirmed,2025-08-12
590,91.66,2,A,confirmed,2025-08-13
591,67.31,1,A,confirmed,2025-08-14
592,49.48,2,A,confirmed,2025-08-15
593,98.4,6,C,confirmed,2025-08-16
594,87.58,1,B,confirmed,2025-08-17
595,79.48,6,A,confirmed,2025-08-18
596,34.65,1,B,confirmed,2025-08-19
597,97.64,2,B,confirmed,2025-08-20
598,76.87,8,B,confirmed,2025-08-21
599,64.47,6,C,confirmed,2025-08-22
600,92.96,9,C,confirmed,2025-08-23
601,24.6,1,A,confirmed,2025-08-24
602,22.51,5,A,confirmed,2025-08-25
603,60.73,7,B,confirmed,2025-08-26
604,15.1,9,B,confirmed,2025-08-27
605,69.76,9,B,confirmed,2025-08-28
606,31.67,4,C,confirmed,2025-08-29
607,20.71,4,C,confirmed,2025-08-30
608,46.85,4,A,confirmed,2025-08-31
609,51.94,3,B,confirmed,2025-09-01
610,25.34,8,B,confirmed,2025-09-02
611,13.74,5,C,confirmed,2025-09-03
612,47.27,7,A,confirmed,2025-09-04
613,78.36,6,B,confirmed,2025-09-05
614,88.68,9,B,confirmed,2025-09-06
615,18.78,3,A,confirmed,2025-09-07
616,57.22,6,B,confirmed,2025-09-08
617,33.71,3,C,confirmed,2025-09-09
618,43.72,2,A,confirmed,2025-09-10
619,94.01,3,B,confirmed,2025-09-11
620,41.69,2,B,confirmed,2025-09-12
621,42.88,2,C,confirmed,2025-09-13
622,28.85,7,C,confirmed,2025-09-14
623,96.4,3,C,confirmed,2025-09-15
624,51.08,8,B,confirmed,2025-09-16
625,61.34,2,B,confirmed,2025-09-17
626,50.79,7,B,confirmed,2025-09-18
627,32.76,3,A,confirmed,2025-09-19
628,82.94,9,C,confirmed,2025-09-20
629,12.56,7,A,confirmed,2025-09-21
630,72.12,9,C,confirmed,2025-09-22
631,63.48,2,B,confirmed,2025-09-23
632,22.99,6,A,confirmed,2025-09-24
633,24.93,5,A,confirmed,2025-09-25
