transaction_id,price,quantity,category,status
144,35.08,2,C,confirmed
145,18.41,1,B,confirmed
146,35.17,1,C,confirmed
147,38.9,4,C,confirmed
148,97.19,2,A,confirmed
149,70.17,6,A,confirmed
150,48.34,9,A,confirmed
151,98.92,8,B,confirmed
152,23.79,4,A,confirmed
153,52.84,2,C,confirmed
154,68.24,1,B,confirmed
155,15.0,7,A,confirmed
156,74.53,3,A,confirmed
157,18.99,6,A,confirmed
158,22.63,5,C,confirmed
159,24.37,5,A,confirmed
160,93.6,2,C,confirmed
161,71.49,9,B,confirmed
162,68.99,4,A,confirmed
163,59.99,1,C,confirmed
164,36.35,2,A,confirmed
165,65.88,9,A,confirmed
166,46.91,7,B,confirmed
167,23.09,2,B,confirmed
168,72.06,7,C,confirmed
169,21.66,4,C,confirmed
170,27.16,2,C,confirmed
171,83.59,4,B,confirmed
172,69.41,5,C,confirmed
173,66.79,4,B,confirmed
174,47.64,3,B,confirmed
175,45.67,6,A,confirmed
176,72.12,1,A,confirmed
177,76.6,8,C,confirmed
178,55.92,5,B,confirmed
179,97.23,8,B,confirmed
180,96.01,4,B,confirmed
181,47.12,4,A,confirmed
182,83.86,5,B,confirmed
183,58.89,5,C,confirmed
184,56.06,6,C,confirmed
185,14.95,5,A,confirmed
186,61.66,5,C,confirmed
187,91.05,8,B,confirmed
188,80.21,6,B,confirmed
189,80.77,2,C,confirmed
190,24.39,4,A,confirmed
191,42.26,4,B,confirmed
192,30.99,5,B,confirmed
193,38.43,6,A,confirmed
194,62.16,5,B,confirmed
195,42.83,6,C,confirmed
196,60.46,8,C,confirmed
197,49.47,4,A,confirmed
198,35.8,3,A,confirmed
199,18.59,9,C,confirmed
200,90.27,3,A,confirmed
201,11.02,8,C,confirmed
202,10.15,5,A,confirmed
203,84.41,9,C,confirmed
204,99.71,3,B,confirmed
205,75.44,8,B,confirmed
206,11.37,7,C,confirmed
207,30.4,7,B,confirmed
208,97.46,9,C,confirmed
209,82.77,8,A,confirmed
210,61.01,3,B,confirmed
211,31.32,6,B,confirmed
212,11.29,6,B,confirmed
213,11.88,5,C,confirmed
214,65.08,3,B,confirmed
215,11.96,9,A,confirmed
216,99.43,7,B,confirmed
217,26.5,4,A,confirmed
218,73.96,6,B,confirmed
219,23.96,5,B,confirmed
220,58.61,1,A,confirmed
221,17.26,2,B,confirmed
222,79.01,1,A,confirmed
223,62.64,9,A,confirmed
224,17.76,9,A,confirmed
225,86.37,5,B,confirmed
226,59.23,8,B,confirmed
227,92.94,4,A,confirmed
228,92.5,1,B,confirmed
229,92.85,4,C,confirmed
230,17.0,7,A,confirmed
231,20.89,2,A,confirmed
232,98.89,2,C,confirmed
233,53.88,6,C,confirmed
234,31.44,9,A,confirmed
235,79.27,3,C,confirmed
236,33.79,7,A,confirmed
237,75.45,9,B,confirmed
238,85.36,9,C,confirmed
239,80.58,4,A,confirmed
240,34.66,2,A,confirmed
241,46.15,1,A,confirmed
242,47.19,6,C,confirmed
243,54.21,5,B,confirmed
244,25.06,6,B,confirmed
245,50.72,7,C,confirmed
246,55.97,9,A,confirmed
247,57.85,6,A,confirmed
248,83.79,6,A,confirmed
249,56.56,3,C,confirmed
250,30.77,8,C,confirmed
251,69.68,9,A,confirmed
252,81.76,1,A,confirmed
253,38.74,6,A,confirmed
254,68.08,7,C,confirmed
255,23.22,8,C,confirmed
256,40.77,8,B,confirmed
257,91.83,7,A,confirmed
258,92.02,8,A,confirmed
259,61.78,9,B,confirmed
260,73.21,7,A,confirmed
261,86.86,3,B,confirmed
262,96.27,9,C,confirmed
263,54.09,1,B,confirmed
264,60.54,8,B,confirmed
265,47.41,6,C,confirmed
266,16.48,3,A,confirmed
267,48.05,9,B,confirmed
268,81.16,6,B,confirmed
269,82.44,7,A,confirmed
270,90.31,2,B,confirmed
271,14.63,1,C,confirmed
272,57.44,1,B,confirmed
273,19.67,3,A,confirmed
274,28.07,3,A,confirmed
275,91.02,8,B,confirmed
276,54.71,7,A,confirmed
277,78.27,8,A,confirmed
278,15.79,1,B,confirmed
279,47.51,4,B,confirmed
280,70.68,8,A,confirmed
281,22.01,2,B,confirmed
282,39.32,7,C,confirmed
283,15.81,8,B,confirmed
284,68.62,9,A,confirmed
285,97.38,7,C,confirmed
286,84.43,9,A,confirmed
287,97.72,2,A,confirmed
288,86.1,1,C,confirmed
289,86.97,1,B,confirmed
290,61.95,4,A,confirmed
291,56.64,1,B,confirmed
292,46.56,7,B,confirmed
293,83.63,8,C,confirmed
294,26.39,3,A,confirmed
295,15.06,1,C,confirmed
296,95.31,3,C,confirmed
297,10.34,2,A,confirmed
298,97.91,6,A,confirmed
299,75.6,7,C,confirmed
300,39.56,9,C,confirmed
301,72.8,5,C,confirmed
302,83.61,4,A,confirmed
303,32.08,1,A,confirmed
304,79.38,6,C,confirmed
305,82.39,8,A,confirmed
306,32.44,4,A,confirmed
307,13.77,1,A,confirmed
308,28.37,5,B,confirmed
309,28.06,5,B,confirmed
310,15.87,2,C,confirmed
311,75.34,6,B,confirmed
312,44.2,9,C,confirmed
313,89.59,6,C,confirmed
314,32.7,8,A,confirmed
315,50.79,3,C,confirmed
316,67.51,2,C,confirmed
317,88.97,4,C,confirmed
318,57.22,9,C,confirmed
319,43.62,9,A,confirmed
320,88.03,3,A,confirmed
321,37.92,1,C,confirmed
322,17.15,1,B,confirmed
323,50.05,4,B,confirmed
324,80.66,4,C,confirmed
325,12.77,6,A,confirmed
326,62.73,5,C,confirmed
327,63.5,6,C,confirmed
328,93.57,7,A,confirmed
329,35.78,7,B,confirmed
330,35.1,9,C,confirmed
331,49.64,6,A,confirmed
332,42.12,8,A,confirmed
333,76.27,2,C,confirmed
334,67.76,8,A,confirmed
335,78.3,9,C,confirmed
336,83.8,4,B,confirmed
337,93.07,5,C,confirmed
338,48.78,5,B,confirmed
339,98.62,2,A,confirmed
340,29.41,5,C,confirmed
341,74.29,9,A,confirmed
342,58.06,4,C,confirmed
343,83.52,3,A,confirmed
344,52.91,7,B,confirmed
345,80.55,8,C,confirmed
346,93.72,6,A,confirmed
347,75.91,6,C,confirmed
348,79.85,5,C,confirmed
349,16.05,6,B,confirmed
350,28.45,9,A,confirmed
351,97.69,2,C,confirmed
352,72.39,3,C,confirmed
353,60.53,1,C,confirmed
354,43.03,4,C,confirmed
355,14.0,2,C,confirmed
356,43.22,6,A,confirmed
357,54.9,1,C,confirmed
358,29.03,8,C,confirmed
359,25.58,6,C,confirmed
360,55.76,9,A,confirmed
361,62.73,6,C,confirmed
362,31.59,7,C,confirmed
363,62.87,5,B,confirmed
364,91.03,8,B,confirmed
365,52.59,8,C,confirmed
366,87.17,9,C,confirmed
367,93.45,6,B,confirmed
368,18.32,1,A,confirmed
369,18.62,9,A,confirmed
370,52.84,3,B,confirmed
371,62.93,9,C,confirmed
372,48.33,7,B,confirmed
373,39.38,3,A,confirmed
374,67.69,9,B,confirmed
375,10.19,7,A,confirmed
376,97.13,7,C,confirmed
377,30.89,7,C,confirmed
378,92.54,2,C,confirmed
379,19.81,4,A,confirmed
380,31.43,8,B,confirmed
381,31.14,2,C,confirmed
382,99.65,4,A,confirmed
383,10.41,8,C,confirmed
384,67.57,3,B,confirmed
385,88.27,6,C,confirmed
386,70.5,2,A,confirmed
387,42.65,8,A,confirmed
388,96.25,8,C,confirmed
389,90.42,1,C,confirmed
390,49.06,3,A,confirmed
391,61.6,2,C,confirmed
392,97.08,7,C,confirmed
393,98.43,7,C,confirmed
394,50.48,4,B,confirmed
395,86.26,8,B,confirmed
396,37.18,3,B,confirmed
397,43.46,9,C,confirmed
398,24.83,5,A,confirmed
399,28.83,2,C,confirmed
400,69.12,9,C,confirmed
401,55.97,1,B,confirmed
402,30.8,8,A,confirmed
403,46.26,6,B,confirmed
404,43.59,1,A,confirmed
405,98.86,4,C,confirmed
406,86.82,3,C,confirmed
407,44.92,7,C,confirmed
408,92.25,7,A,confirmed
409,40.84,6,B,confirmed
410,70.11,8,B,confirmed
411,97.0,7,B,confirmed
412,45.13,4,A,confirmed
413,71.19,7,A,confirmed
414,36.63,1,C,confirmed
415,33.97,3,B,confirmed
416,61.67,2,A,confirmed
417,98.13,7,B,confirmed
418,50.78,9,B,confirmed
419,94.39,5,A,confirmed
420,92.29,9,A,confirmed
421,32.84,8,C,confirmed
422,46.16,1,C,confirmed
423,67.9,2,C,confirmed
424,56.62,6,B,confirmed
425,18.64,5,B,confirmed
426,99.43,7,C,confirmed
427,77.74,9,B,confirmed
428,49.39,4,B,confirmed
429,65.64,8,B,confirmed
430,17.88,4,B,confirmed
431,54.58,3,A,confirmed
432,93.77,2,A,confirmed
433,90.69,8,C,confirmed
434,40.36,8,C,confirmed
435,57.82,3,B,confirmed
436,72.76,1,B,confirmed
437,40.6,6,A,confirmed
438,15.84,5,B,confirmed
439,55.49,8,B,confirmed
440,64.15,6,C,confirmed
441,10.53,4,B,confirmed
442,18.6,2,A,confirmed
443,28.66,8,B,confirmed
444,41.32,5,B,confirmed
445,58.69,8,B,confirmed
446,36.45,5,B,confirmed
447,34.86,6,B,confirmed
448,88.24,5,A,confirmed
449,23.05,3,C,confirmed
450,54.59,8,B,confirmed
451,95.75,3,C,confirmed
452,66.25,4,C,confirmed
453,74.55,6,A,confirmed
454,48.81,2,C,confirmed
455,11.79,7,B,confirmed
456,68.15,5,B,confirmed
457,66.87,5,B,confirmed
458,19.94,5,B,confirmed
459,51.59,2,A,confirmed
460,92.38,9,C,confirmed
461,28.46,3,A,confirmed
462,51.5,7,C,confirmed
463,51.5,5,A,confirmed
464,82.97,5,A,confirmed
465,84.21,4,A,confirmed
466,78.33,6,B,confirmed
467,42.89,7,B,confirmed
468,16.48,7,A,confirmed
469,41.45,8,C,confirmed
470,71.18,5,C,confirmed
471,73.25,7,B,confirmed
472,96.85,4,A,confirmed
473,50.83,9,B,confirmed
474,66.92,5,B,confirmed
475,58.53,3,B,confirmed
476,23.56,5,A,confirmed
477,51.51,9,A,confirmed
478,59.04,8,B,confirmed
479,95.57,1,A,confirmed
480,42.99,5,C,confirmed
481,98.21,6,C,confirmed
482,58.81,2,B,confirmed
483,31.82,6,C,confirmed
484,27.25,9,B,confirmed
485,22.75,4,B,confirmed
486,50.76,3,B,confirmed
487,11.97,9,A,confirmed
488,50.05,2,A,confirmed
489,98.96,9,A,confirmed
490,70.31,2,A,confirmed
491,78.38,3,B,confirmed
492,20.71,7,A,confirmed
493,52.58,2,C,confirmed
494,35.76,1,C,confirmed
495,90.47,9,A,confirmed
496,26.32,6,C,confirmed
497,51.29,9,C,confirmed
498,62.92,3,A,confirmed
499,56.26,3,B,confirmed
500,84.72,3,B,confirmed
501,30.83,2,B,confirmed
502,43.97,6,A,confirmed
503,81.29,3,B,confirmed
504,57.53,5,B,confirmed
505,46.19,5,C,confirmed
506,12.65,3,B,confirmed
507,77.8,3,A,confirmed
508,97.5,1,B,confirmed
509,65.83,6,C,confirmed
510,87.09,3,C,confirmed
511,56.52,1,C,confirmed
512,30.85,9,C,confirmed
513,11.3,1,B,confirmed
514,68.81,5,C,confirmed
515,54.38,5,C,confirmed
516,80.39,2,C,confirmed
517,72.52,1,B,confirmed
518,98.92,6,A,confirmed
519,55.93,7,C,confirmed
520,48.45,9,C,confirmed
521,35.81,8,C,confirmed
522,52.92,3,B,confirmed
523,88.56,9,B,confirmed
524,13.82,1,C,confirmed
525,98.01,6,A,confirmed
526,99.4,2,C,confirmed
527,63.8,9,A,confirmed
528,39.84,9,A,confirmed
529,30.07,8,B,confirmed
530,34.88,7,B,confirmed
531,14.51,6,B,confirmed
532,52.76,2,A,confirmed
533,15.16,4,A,confirmed
534,74.66,7,A,confirmed
535,43.47,6,B,confirmed
536,27.94,9,B,confirmed
537,59.04,5,B,confirmed
538,97.64,6,C,confirmed
539,72.56,6,A,confirmed
540,54.26,8,A,confirmed
541,79.92,8,C,confirmed
542,76.37,6,A,confirmed
543,90.26,8,A,confirmed
544,28.42,7,C,confirmed
545,87.3,1,A,confirmed
546,37.09,5,B,confirmed
547,94.69,5,C,confirmed
548,35.3,9,A,confirmed
549,93.42,7,B,confirmed
550,96.74,7,A,confirmed
551,23.09,2,C,confirmed
552,97.7,8,B,confirmed
553,17.72,3,A,confirmed
554,29.67,9,C,confirmed
555,49.98,6,A,confirmed
556,99.42,9,A,confirmed
557,53.97,9,B,confirmed
558,59.54,7,A,confirmed
559,72.5,8,C,confirmed
560,97.15,2,C,confirmed
561,80.5,5,B,confirmed
562,30.17,3,B,confirmed
563,37.27,1,A,confirmed
564,18.79,6,C,confirmed
565,68.0,9,B,confirmed
566,26.27,2,A,confirmed
567,33.17,9,A,confirmed
568,89.93,8,C,confirmed
569,39.41,9,C,confirmed
570,61.0,5,A,confirmed
571,45.78,2,C,confirmed
572,16.66,6,A,confirmed
573,42.66,7,A,confirmed
574,46.73,3,C,confirmed
575,90.61,6,B,confirmed
576,39.2,6,A,confirmed
577,44.13,8,C,confirmed
578,80.46,1,A,confirmed
579,78.31,4,A,confirmed
580,81.85,1,A,confirmed
581,95.84,8,C,confirmed
582,81.6,2,C,confirmed
583,46.68,8,C,confirmed
584,83.94,3,B,confirmed
585,55.78,8,A,confirmed
586,34.99,6,B,confirmed
587,37.26,1,A,confirmed
588,30.15,7,C,confirmed
589,23.05,7,A,confirmed
590,26.6,6,A,confirmed
591,15.69,1,A,confirmed
592,89.96,5,B,confirmed
593,93.79,1,C,confirmed
594,62.81,1,C,confirmed
595,85.64,6,A,confirmed
596,26.52,8,C,confirmed
597,91.15,1,B,confirmed
598,55.57,2,B,confirmed
599,16.04,5,C,confirmed
600,22.72,8,B,confirmed
601,37.81,4,B,confirmed
602,13.92,5,C,confirmed
603,37.84,5,C,confirmed
604,15.39,3,A,confirmed
605,31.24,6,A,confirmed
606,33.91,5,B,confirmed
607,99.49,2,C,confirmed
608,31.2,4,B,confirmed
609,31.53,4,C,confirmed
610,71.81,7,B,confirmed
611,87.34,7,B,confirmed
612,44.83,9,B,confirmed
613,88.81,2,A,confirmed
614,40.61,6,C,confirmed
615,27.73,2,B,confirmed
616,39.67,9,A,confirmed
617,64.84,2,B,confirmed
618,43.04,6,B,confirmed
619,70.56,8,C,confirmed
620,31.32,6,B,confirmed
621,73.09,3,C,confirmed
622,41.27,5,A,confirmed
623,51.03,4,A,confirmed
624,60.2,1,B,confirmed
625,71.76,5,A,confirmed
626,31.48,5,C,confirmed
627,85.24,7,C,confirmed
628,74.97,7,A,confirmed
629,31.07,2,C,confirmed
630,97.75,4,C,confirmed
631,69.83,1,B,confirmed
632,50.72,5,B,confirmed
633,24.18,5,C,confirmed
634,57.99,4,A,confirmed
635,24.83,7,C,confirmed
636,48.65,6,B,confirmed
637,46.78,3,A,confirmed
638,74.79,2,C,confirmed
639,27.31,4,A,confirmed
640,83.97,9,A,confirmed
641,39.35,5,A,confirmed
642,49.96,1,C,confirmed
643,79.51,3,B,confirmed
644,66.29,9,A,confirmed
645,37.72,7,A,confirmed
646,44.76,3,C,confirmed
647,37.52,1,B,confirmed
648,63.53,4,B,confirmed
649,39.94,9,C,confirmed
650,75.31,7,A,confirmed
651,62.18,5,C,confirmed
652,23.11,6,B,confirmed
653,37.92,1,A,confirmed
654,29.93,7,A,confirmed
655,45.13,5,B,confirmed
656,56.44,7,A,confirmed
657,55.61,5,C,confirmed
658,77.91,5,B,confirmed
659,27.03,3,B,confirmed
660,95.18,5,A,confirmed
661,40.86,8,B,confirmed
662,37.02,8,C,confirmed
663,71.67,2,B,confirmed
664,82.5,1,A,confirmed
665,44.06,2,B,confirmed
666,77.22,7,A,confirmed
667,89.54,3,A,confirmed
668,79.01,8,C,confirmed
669,13.08,4,B,confirmed
670,84.46,8,C,confirmed
671,79.7,2,C,confirmed
672,70.24,5,B,confirmed
673,78.4,6,C,confirmed
674,98.15,1,C,confirmed
675,48.8,1,A,confirmed
676,16.05,9,C,confirmed
677,51.48,5,B,confirmed
678,14.18,4,A,confirmed
679,36.48,1,C,confirmed
680,62.82,3,C,confirmed
681,37.87,4,B,confirmed
682,71.69,5,C,confirmed
683,83.98,5,B,confirmed
684,47.84,8,C,confirmed
685,91.01,3,C,confirmed
686,17.19,7,B,confirmed
687,85.61,6,A,confirmed
688,84.57,6,B,confirmed
689,38.98,9,A,confirmed
690,36.88,7,A,confirmed
691,37.46,7,B,confirmed
692,83.03,1,B,confirmed
693,84.85,1,C,confirmed
694,39.68,9,C,confirmed
695,63.33,9,A,confirmed
696,22.5,3,C,confirmed
697,52.19,8,B,confirmed
698,99.89,9,A,confirmed
699,24.3,1,C,confirmed
700,95.28,3,C,confirmed
701,84.18,6,B,confirmed
702,97.5,4,B,confirmed
703,26.16,8,C,confirmed
704,29.22,9,A,confirmed
705,11.52,7,A,confirmed
706,75.22,1,B,confirmed
707,67.97,2,B,confirmed
708,26.03,1,B,confirmed
709,81.2,9,C,confirmed
710,36.93,4,C,confirmed
711,22.15,8,B,confirmed
712,48.03,5,A,confirmed
713,18.19,5,B,confirmed
714,33.69,5,B,confirmed
715,43.42,5,A,confirmed
716,86.67,3,A,confirmed
717,81.33,6,A,confirmed
718,49.85,1,A,confirmed
719,75.21,8,C,confirmed
720,61.18,4,C,confirmed
721,40.68,6,B,confirmed
722,75.33,2,C,confirmed
723,71.51,2,B,confirmed
724,65.72,8,B,confirmed
725,65.62,1,A,confirmed
726,71.47,8,A,confirmed
727,44.61,1,C,confirmed
728,88.22,9,C,confirmed
729,24.61,1,C,confirmed
730,89.55,4,C,confirmed
731,40.81,9,A,confirmed
732,21.25,1,A,confirmed
733,64.0,9,C,confirmed
734,43.84,8,B,confirmed
735,83.39,5,A,confirmed
736,48.77,6,A,confirmed
737,70.17,5,A,confirmed
738,37.74,4,A,confirmed
739,28.85,4,C,confirmed
740,44.92,8,C,confirmed
741,64.61,8,B,confirmed
742,69.13,9,A,confirmed
743,62.04,3,C,confirmed
744,98.93,8,C,confirmed
745,72.2,3,A,confirmed
746,93.84,2,C,confirmed
747,20.61,2,C,confirmed
748,15.52,9,C,confirmed
749,37.99,4,B,confirmed
750,22.29,5,C,confirmed
751,57.33,2,A,confirmed
752,56.71,9,A,confirmed
753,61.75,7,A,confirmed
754,77.07,3,C,confirmed
755,97.42,6,B,confirmed
756,89.04,7,C,confirmed
757,20.65,6,A,confirmed
758,40.47,6,B,confirmed
759,33.02,8,B,confirmed
760,25.91,8,C,confirmed
761,59.03,5,A,confirmed
762,59.79,4,C,confirmed
763,30.45,5,A,confirmed
764,74.07,9,B,confirmed
765,75.96,6,C,confirmed
766,11.89,3,B,confirmed
767,45.62,3,A,confirmed
768,90.11,1,B,confirmed
769,56.83,5,B,confirmed
770,41.29,6,B,confirmed
771,32.83,8,C,confirmed
772,31.9,9,A,confirmed
773,18.98,7,B,confirmed
774,83.55,1,B,confirmed
775,17.8,7,B,confirmed
776,36.31,9,B,confirmed
777,14.11,4,A,confirmed
778,80.32,7,A,confirmed
779,13.54,9,C,confirmed
780,37.75,1,A,confirmed
781,61.6,9,A,confirmed
782,46.86,4,B,confirmed
783,35.4,8,C,confirmed
784,34.77,3,C,confirmed
785,81.8,2,B,confirmed
786,97.66,8,C,confirmed
787,41.32,8,A,confirmed
788,13.52,3,C,confirmed
789,13.29,8,B,confirmed
790,78.33,6,C,confirmed
791,59.71,9,C,confirmed
792,80.52,6,C,confirmed
793,72.77,8,B,confirmed
794,91.68,2,A,confirmed
795,89.72,1,C,confirmed
796,80.95,2,A,confirmed
797,52.77,4,A,confirmed
798,37.73,9,A,confirmed
799,55.63,7,C,confirmed
800,55.19,9,A,confirmed
801,64.92,9,C,confirmed
802,26.75,9,C,confirmed
803,69.01,8,C,confirmed
804,51.09,6,A,confirmed
805,65.82,7,C,confirmed
806,31.56,2,B,confirmed
807,49.1,1,B,confirmed
808,28.92,5,B,confirmed
809,88.78,8,C,confirmed
810,53.92,3,B,confirmed
811,30.25,7,C,confirmed
812,13.71,5,C,confirmed
813,70.82,8,C,confirmed
814,29.32,6,A,confirmed
815,99.06,6,B,confirmed
816,58.03,7,C,confirmed
817,36.01,7,B,confirmed
818,69.19,4,B,confirmed
819,34.77,8,A,confirmed
820,83.82,6,B,confirmed
821,37.74,8,C,confirmed
822,98.94,7,C,confirmed
823,64.46,1,B,confirmed
824,86.0,4,B,confirmed
825,16.55,7,A,confirmed
826,41.35,9,C,confirmed
827,76.37,2,B,confirmed
828,68.96,5,B,confirmed
829,27.48,9,C,confirmed
830,42.06,9,B,confirmed
831,33.71,6,A,confirmed
832,65.2,7,B,confirmed
833,41.01,9,B,confirmed
834,37.81,8,A,confirmed
835,28.66,6,A,confirmed
836,46.81,6,A,confirmed
837,27.6,7,C,confirmed
838,96.63,7,B,confirmed
839,23.91,2,B,confirmed
840,92.2,9,A,confirmed
841,48.56,4,C,confirmed
842,44.01,9,A,confirmed
843,30.82,3,B,confirmed
844,67.22,5,C,confirmed
845,71.7,5,C,confirmed
846,52.08,7,B,confirmed
847,15.01,4,C,confirmed
848,92.67,4,C,confirmed
849,98.23,1,A,confirmed
850,48.79,6,C,confirmed
851,65.23,4,A,confirmed
852,50.53,5,C,confirmed
853,38.97,9,A,confirmed
854,16.96,4,A,confirmed
855,51.05,1,C,confirmed
856,83.65,9,A,confirmed
857,11.53,5,B,confirmed
858,62.39,7,B,confirmed
859,89.27,3,C,confirmed
860,29.58,4,C,confirmed
861,26.49,9,C,confirmed
862,79.5,1,B,confirmed
863,32.96,5,C,confirmed
864,27.28,8,C,confirmed
865,44.02,7,A,confirmed
866,45.33,4,C,confirmed
867,88.67,7,B,confirmed
868,65.66,1,B,confirmed
869,46.54,6,C,confirmed
870,58.09,9,B,confirmed
871,95.86,3,A,confirmed
872,20.19,4,A,confirmed
873,28.69,8,C,confirmed
874,96.63,5,C,confirmed
875,96.16,5,A,confirmed
876,25.94,1,A,confirmed
877,23.06,6,C,confirmed
878,47.9,2,B,confirmed
879,14.47,1,C,confirmed
880,68.94,6,C,confirmed
881,16.97,5,C,confirmed
882,15.22,5,C,confirmed
883,53.67,9,C,confirmed
884,96.2,3,C,confirmed
885,48.41,1,C,confirmed
886,42.08,8,B,confirmed
887,99.82,5,C,confirmed
888,57.88,5,A,confirmed
889,43.77,8,C,confirmed
890,44.73,8,B,confirmed
891,27.55,2,A,confirmed
892,56.1,3,C,confirmed
893,49.5,1,C,confirmed
894,34.37,3,A,confirmed
895,24.45,4,C,confirmed
896,38.01,7,B,confirmed
897,55.78,9,C,confirmed
898,15.25,5,B,confirmed
899,23.84,1,C,confirmed
900,95.29,2,A,confirmed
901,58.86,2,B,confirmed
902,15.71,9,C,confirmed
903,72.38,7,C,confirmed
904,15.56,2,A,confirmed
905,76.5,1,A,confirmed
906,77.5,5,B,confirmed
907,68.6,1,B,confirmed
908,75.9,9,B,confirmed
909,17.92,3,C,confirmed
910,75.41,2,C,confirmed
911,22.3,6,B,confirmed
912,40.56,3,C,confirmed
913,94.85,5,A,confirmed
914,55.26,8,C,confirmed
915,97.07,2,B,confirmed
916,18.0,5,C,confirmed
917,52.98,8,A,confirmed
918,15.62,1,B,confirmed
919,66.72,4,B,confirmed
920,17.08,5,B,confirmed
921,25.78,3,B,confirmed
922,33.29,2,C,confirmed
923,77.39,3,A,confirmed
924,24.76,5,C,confirmed
925,86.2,7,C,confirmed
926,21.87,2,B,confirmed
927,13.17,7,A,confirmed
928,45.55,6,C,confirmed
929,98.15,7,A,confirmed
930,19.93,7,A,confirmed
